"site","release_site","release_id","date_recaptured","number_recaptured","median_fork_length_recaptured","subsite"
"Clear Creek","VB","CLR361",2008-01-14,2,37,NA
"Clear Creek","VB","CLR361",2008-01-15,0,NA,NA
"Clear Creek","VB","CLR361",2008-01-16,0,NA,NA
"Clear Creek","VB","CLR361",2008-01-17,0,NA,NA
"Clear Creek","VB","CLR362",2008-01-16,24,38,NA
"Clear Creek","VB","CLR362",2008-01-17,0,NA,NA
"Clear Creek","VB","CLR362",2008-01-18,0,NA,NA
"Clear Creek","VB","CLR362",2008-01-19,0,NA,NA
"Clear Creek","VB","CLR362",2008-01-20,0,NA,NA
"Clear Creek","CCRB","CLR363",2008-01-16,44,38,NA
"Clear Creek","CCRB","CLR363",2008-01-17,1,38,NA
"Clear Creek","CCRB","CLR363",2008-01-18,0,NA,NA
"Clear Creek","CCRB","CLR363",2008-01-19,0,NA,NA
"Clear Creek","CCRB","CLR363",2008-01-20,0,NA,NA
"Clear Creek","CCRB","CLR364",2008-01-20,54,38,NA
"Clear Creek","CCRB","CLR364",2008-01-21,5,38,NA
"Clear Creek","CCRB","CLR364",2008-01-22,0,NA,NA
"Clear Creek","CCRB","CLR364",2008-01-23,0,NA,NA
"Clear Creek","CCRB","CLR364",2008-01-24,0,NA,NA
"Clear Creek","VB","CLR365",2008-01-20,18,37,NA
"Clear Creek","VB","CLR365",2008-01-21,3,37,NA
"Clear Creek","VB","CLR365",2008-01-22,0,NA,NA
"Clear Creek","VB","CLR365",2008-01-23,0,NA,NA
"Clear Creek","VB","CLR365",2008-01-24,0,NA,NA
"Clear Creek","VB","CLR366",2008-01-24,15,37,NA
"Clear Creek","VB","CLR366",2008-01-25,0,NA,NA
"Clear Creek","VB","CLR366",2008-01-26,1,37,NA
"Clear Creek","VB","CLR366",2008-01-27,0,NA,NA
"Clear Creek","VB","CLR366",2008-01-28,0,NA,NA
"Clear Creek","CCRB","CLR367",2008-01-24,37,38,NA
"Clear Creek","CCRB","CLR367",2008-01-25,16,38,NA
"Clear Creek","CCRB","CLR367",2008-01-26,1,38,NA
"Clear Creek","CCRB","CLR367",2008-01-27,0,NA,NA
"Clear Creek","CCRB","CLR367",2008-01-28,0,NA,NA
"Clear Creek","VB","CLR368",2008-01-27,10,39,NA
"Clear Creek","VB","CLR368",2008-01-28,0,NA,NA
"Clear Creek","VB","CLR368",2008-01-29,0,NA,NA
"Clear Creek","VB","CLR368",2008-01-30,0,NA,NA
"Clear Creek","VB","CLR368",2008-01-31,0,NA,NA
"Clear Creek","CCRB","CLR369",2008-01-27,13,39,NA
"Clear Creek","CCRB","CLR369",2008-01-28,1,39,NA
"Clear Creek","CCRB","CLR369",2008-01-29,0,NA,NA
"Clear Creek","CCRB","CLR369",2008-01-30,0,NA,NA
"Clear Creek","CCRB","CLR369",2008-01-31,0,NA,NA
"Clear Creek","VB","CLR370",2008-01-30,17,39,NA
"Clear Creek","VB","CLR370",2008-01-31,1,39,NA
"Clear Creek","VB","CLR370",2008-02-01,0,NA,NA
"Clear Creek","VB","CLR370",2008-02-02,0,NA,NA
"Clear Creek","VB","CLR370",2008-02-03,0,NA,NA
"Clear Creek","CCRB","CLR371",2008-01-30,31,37,NA
"Clear Creek","CCRB","CLR371",2008-01-31,0,NA,NA
"Clear Creek","CCRB","CLR371",2008-02-01,0,NA,NA
"Clear Creek","CCRB","CLR371",2008-02-02,0,NA,NA
"Clear Creek","CCRB","CLR371",2008-02-03,0,NA,NA
"Clear Creek","VB","CLR372",2008-02-06,10,39,NA
"Clear Creek","VB","CLR372",2008-02-07,0,NA,NA
"Clear Creek","VB","CLR372",2008-02-08,0,NA,NA
"Clear Creek","VB","CLR372",2008-02-09,0,NA,NA
"Clear Creek","VB","CLR372",2008-02-10,0,NA,NA
"Clear Creek","CCRB","CLR373",2008-02-06,17,39,NA
"Clear Creek","CCRB","CLR373",2008-02-07,0,NA,NA
"Clear Creek","CCRB","CLR373",2008-02-08,0,NA,NA
"Clear Creek","CCRB","CLR373",2008-02-09,0,NA,NA
"Clear Creek","CCRB","CLR373",2008-02-10,0,NA,NA
"Clear Creek","VB","CLR374",2008-02-10,21,39,NA
"Clear Creek","VB","CLR374",2008-02-11,0,NA,NA
"Clear Creek","VB","CLR374",2008-02-12,0,NA,NA
"Clear Creek","VB","CLR374",2008-02-13,0,NA,NA
"Clear Creek","VB","CLR374",2008-02-14,0,NA,NA
"Clear Creek","CCRB","CLR375",2008-02-10,35,39,NA
"Clear Creek","CCRB","CLR375",2008-02-11,1,39,NA
"Clear Creek","CCRB","CLR375",2008-02-12,1,39,NA
"Clear Creek","CCRB","CLR375",2008-02-13,0,NA,NA
"Clear Creek","CCRB","CLR375",2008-02-14,0,NA,NA
"Clear Creek","VB","CLR376",2008-02-13,12,38,NA
"Clear Creek","VB","CLR376",2008-02-14,2,38,NA
"Clear Creek","VB","CLR376",2008-02-15,0,NA,NA
"Clear Creek","VB","CLR376",2008-02-16,0,NA,NA
"Clear Creek","VB","CLR376",2008-02-17,0,NA,NA
"Clear Creek","CCRB","CLR377",2008-02-13,43,38,NA
"Clear Creek","CCRB","CLR377",2008-02-14,2,38,NA
"Clear Creek","CCRB","CLR377",2008-02-15,1,38,NA
"Clear Creek","CCRB","CLR377",2008-02-16,1,38,NA
"Clear Creek","CCRB","CLR377",2008-02-17,0,NA,NA
"Clear Creek","VB","CLR378",2008-02-17,11,39,NA
"Clear Creek","VB","CLR378",2008-02-18,0,NA,NA
"Clear Creek","VB","CLR378",2008-02-19,0,NA,NA
"Clear Creek","VB","CLR378",2008-02-20,0,NA,NA
"Clear Creek","VB","CLR378",2008-02-21,0,NA,NA
"Clear Creek","CCRB","CLR379",2008-02-17,44,38,NA
"Clear Creek","CCRB","CLR379",2008-02-18,4,38,NA
"Clear Creek","CCRB","CLR379",2008-02-19,2,38,NA
"Clear Creek","CCRB","CLR379",2008-02-20,0,NA,NA
"Clear Creek","CCRB","CLR379",2008-02-21,0,NA,NA
"Clear Creek","CCRB","CLR380",2008-02-21,10,38,NA
"Clear Creek","CCRB","CLR380",2008-02-22,9,38,NA
"Clear Creek","CCRB","CLR380",2008-02-23,0,NA,NA
"Clear Creek","CCRB","CLR380",2008-02-24,0,NA,NA
"Clear Creek","CCRB","CLR380",2008-02-25,0,NA,NA
"Clear Creek","VB","CLR381",2008-02-21,19,38,NA
"Clear Creek","VB","CLR381",2008-02-22,2,38,NA
"Clear Creek","VB","CLR381",2008-02-23,1,38,NA
"Clear Creek","VB","CLR381",2008-02-24,0,NA,NA
"Clear Creek","VB","CLR381",2008-02-25,0,NA,NA
"Clear Creek","VB","CLR382",2008-02-23,10,39,NA
"Clear Creek","VB","CLR382",2008-02-24,0,NA,NA
"Clear Creek","VB","CLR382",2008-02-25,0,NA,NA
"Clear Creek","VB","CLR382",2008-02-26,0,NA,NA
"Clear Creek","VB","CLR382",2008-02-27,0,NA,NA
"Clear Creek","CCRB","CLR383",2008-02-23,28,38,NA
"Clear Creek","CCRB","CLR383",2008-02-24,5,38,NA
"Clear Creek","CCRB","CLR383",2008-02-25,0,NA,NA
"Clear Creek","CCRB","CLR383",2008-02-26,0,NA,NA
"Clear Creek","CCRB","CLR383",2008-02-27,0,NA,NA
"Clear Creek","VB","CLR384",2008-02-27,18,38,NA
"Clear Creek","VB","CLR384",2008-02-28,2,38,NA
"Clear Creek","VB","CLR384",2008-02-29,0,NA,NA
"Clear Creek","VB","CLR384",2008-03-01,0,NA,NA
"Clear Creek","VB","CLR384",2008-03-02,0,NA,NA
"Clear Creek","CCRB","CLR385",2008-02-27,27,38,NA
"Clear Creek","CCRB","CLR385",2008-02-28,2,38,NA
"Clear Creek","CCRB","CLR385",2008-02-29,2,38,NA
"Clear Creek","CCRB","CLR385",2008-03-01,0,NA,NA
"Clear Creek","CCRB","CLR385",2008-03-02,0,NA,NA
"Clear Creek","VB","CLR386",2008-03-02,12,37,NA
"Clear Creek","VB","CLR386",2008-03-03,0,NA,NA
"Clear Creek","VB","CLR386",2008-03-04,1,37,NA
"Clear Creek","VB","CLR386",2008-03-05,0,NA,NA
"Clear Creek","VB","CLR386",2008-03-06,0,NA,NA
"Clear Creek","CCRB","CLR387",2008-03-02,52,38,NA
"Clear Creek","CCRB","CLR387",2008-03-03,5,38,NA
"Clear Creek","CCRB","CLR387",2008-03-04,0,NA,NA
"Clear Creek","CCRB","CLR387",2008-03-05,0,NA,NA
"Clear Creek","CCRB","CLR387",2008-03-06,0,NA,NA
"Clear Creek","CCRB","CLR388",2008-03-05,87,38,NA
"Clear Creek","CCRB","CLR388",2008-03-06,1,38,NA
"Clear Creek","CCRB","CLR388",2008-03-07,0,NA,NA
"Clear Creek","CCRB","CLR388",2008-03-08,0,NA,NA
"Clear Creek","CCRB","CLR388",2008-03-09,0,NA,NA
"Clear Creek","VB","CLR389",2008-03-05,24,38,NA
"Clear Creek","VB","CLR389",2008-03-06,0,NA,NA
"Clear Creek","VB","CLR389",2008-03-07,0,NA,NA
"Clear Creek","VB","CLR389",2008-03-08,0,NA,NA
"Clear Creek","VB","CLR389",2008-03-09,0,NA,NA
"Clear Creek","CCRB","CLR390",2008-03-09,106,38,NA
"Clear Creek","CCRB","CLR390",2008-03-10,4,38,NA
"Clear Creek","CCRB","CLR390",2008-03-11,0,NA,NA
"Clear Creek","CCRB","CLR390",2008-03-12,0,NA,NA
"Clear Creek","CCRB","CLR390",2008-03-13,0,NA,NA
"Clear Creek","VB","CLR391",2008-03-09,24,38,NA
"Clear Creek","VB","CLR391",2008-03-10,0,NA,NA
"Clear Creek","VB","CLR391",2008-03-11,1,38,NA
"Clear Creek","VB","CLR391",2008-03-12,0,NA,NA
"Clear Creek","VB","CLR391",2008-03-13,0,NA,NA
"Clear Creek","CCRB","CLR392",2008-03-12,94,37,NA
"Clear Creek","CCRB","CLR392",2008-03-13,8,37,NA
"Clear Creek","CCRB","CLR392",2008-03-14,3,37,NA
"Clear Creek","CCRB","CLR392",2008-03-15,0,NA,NA
"Clear Creek","CCRB","CLR392",2008-03-16,0,NA,NA
"Clear Creek","VB","CLR393",2008-03-12,15,38,NA
"Clear Creek","VB","CLR393",2008-03-13,3,38,NA
"Clear Creek","VB","CLR393",2008-03-14,0,NA,NA
"Clear Creek","VB","CLR393",2008-03-15,0,NA,NA
"Clear Creek","VB","CLR393",2008-03-16,0,NA,NA
"Clear Creek","CCRB","CLR394",2008-03-16,99,37,NA
"Clear Creek","CCRB","CLR394",2008-03-17,2,37,NA
"Clear Creek","CCRB","CLR394",2008-03-18,2,37,NA
"Clear Creek","CCRB","CLR394",2008-03-19,0,NA,NA
"Clear Creek","CCRB","CLR394",2008-03-20,0,NA,NA
"Clear Creek","VB","CLR395",2008-03-16,20,38,NA
"Clear Creek","VB","CLR395",2008-03-17,0,NA,NA
"Clear Creek","VB","CLR395",2008-03-18,0,NA,NA
"Clear Creek","VB","CLR395",2008-03-19,0,NA,NA
"Clear Creek","VB","CLR395",2008-03-20,0,NA,NA
"Clear Creek","CCRB","CLR396",2008-03-19,39,38,NA
"Clear Creek","CCRB","CLR396",2008-03-20,3,38,NA
"Clear Creek","CCRB","CLR396",2008-03-21,1,38,NA
"Clear Creek","CCRB","CLR396",2008-03-22,0,NA,NA
"Clear Creek","CCRB","CLR396",2008-03-23,0,NA,NA
"Clear Creek","VB","CLR397",2008-03-19,14,38,NA
"Clear Creek","VB","CLR397",2008-03-20,0,NA,NA
"Clear Creek","VB","CLR397",2008-03-21,0,NA,NA
"Clear Creek","VB","CLR397",2008-03-22,0,NA,NA
"Clear Creek","VB","CLR397",2008-03-23,0,NA,NA
"Clear Creek","CCRB","CLR398",2008-03-23,34,37,NA
"Clear Creek","CCRB","CLR398",2008-03-24,0,NA,NA
"Clear Creek","CCRB","CLR398",2008-03-25,0,NA,NA
"Clear Creek","CCRB","CLR398",2008-03-26,0,NA,NA
"Clear Creek","CCRB","CLR398",2008-03-27,0,NA,NA
"Clear Creek","CCRB","CLR399",2008-03-26,33,38,NA
"Clear Creek","CCRB","CLR399",2008-03-27,2,38,NA
"Clear Creek","CCRB","CLR399",2008-03-28,1,38,NA
"Clear Creek","CCRB","CLR399",2008-03-29,0,NA,NA
"Clear Creek","CCRB","CLR399",2008-03-30,0,NA,NA
"Clear Creek","VB","CLR400",2008-03-26,26,37,NA
"Clear Creek","VB","CLR400",2008-03-27,1,37,NA
"Clear Creek","VB","CLR400",2008-03-28,0,NA,NA
"Clear Creek","VB","CLR400",2008-03-29,0,NA,NA
"Clear Creek","VB","CLR400",2008-03-30,0,NA,NA
"Clear Creek","VB","CLR401",2008-03-30,15,37,NA
"Clear Creek","VB","CLR401",2008-03-31,0,NA,NA
"Clear Creek","VB","CLR401",2008-04-01,0,NA,NA
"Clear Creek","VB","CLR401",2008-04-02,0,NA,NA
"Clear Creek","VB","CLR401",2008-04-03,0,NA,NA
"Clear Creek","VB","CLR402",2008-04-02,20,37,NA
"Clear Creek","VB","CLR402",2008-04-03,0,NA,NA
"Clear Creek","VB","CLR402",2008-04-04,0,NA,NA
"Clear Creek","VB","CLR402",2008-04-05,0,NA,NA
"Clear Creek","VB","CLR402",2008-04-06,0,NA,NA
"Clear Creek","VB","CLR403",2008-04-06,19,36,NA
"Clear Creek","VB","CLR403",2008-04-07,1,36,NA
"Clear Creek","VB","CLR403",2008-04-08,0,NA,NA
"Clear Creek","VB","CLR403",2008-04-09,0,NA,NA
"Clear Creek","VB","CLR403",2008-04-10,0,NA,NA
"Clear Creek","VB","CLR404",2008-04-09,28,37,NA
"Clear Creek","VB","CLR404",2008-04-10,4,37,NA
"Clear Creek","VB","CLR404",2008-04-11,0,NA,NA
"Clear Creek","VB","CLR404",2008-04-12,0,NA,NA
"Clear Creek","VB","CLR404",2008-04-13,0,NA,NA
"Clear Creek","CCRB","CLR405",2008-12-07,52,34,NA
"Clear Creek","CCRB","CLR405",2008-12-08,3,34,NA
"Clear Creek","CCRB","CLR405",2008-12-09,0,NA,NA
"Clear Creek","CCRB","CLR405",2008-12-10,0,NA,NA
"Clear Creek","CCRB","CLR405",2008-12-11,0,NA,NA
"Clear Creek","CCRB","CLR406",2008-12-09,59,35,NA
"Clear Creek","CCRB","CLR406",2008-12-10,2,35,NA
"Clear Creek","CCRB","CLR406",2008-12-11,0,NA,NA
"Clear Creek","CCRB","CLR406",2008-12-12,0,NA,NA
"Clear Creek","CCRB","CLR406",2008-12-13,0,NA,NA
"Clear Creek","CCRB","CLR407",2008-12-12,55,35,NA
"Clear Creek","CCRB","CLR407",2008-12-13,0,NA,NA
"Clear Creek","CCRB","CLR407",2008-12-14,0,NA,NA
"Clear Creek","CCRB","CLR407",2008-12-15,0,NA,NA
"Clear Creek","CCRB","CLR407",2008-12-16,0,NA,NA
"Clear Creek","CCRB","CLR408",2008-12-16,52,34,NA
"Clear Creek","CCRB","CLR408",2008-12-17,0,NA,NA
"Clear Creek","CCRB","CLR408",2008-12-18,0,NA,NA
"Clear Creek","CCRB","CLR408",2008-12-19,0,NA,NA
"Clear Creek","CCRB","CLR408",2008-12-20,0,NA,NA
"Clear Creek","CCRB","CLR409",2008-12-19,51,35,NA
"Clear Creek","CCRB","CLR409",2008-12-20,0,NA,NA
"Clear Creek","CCRB","CLR409",2008-12-21,0,NA,NA
"Clear Creek","CCRB","CLR409",2008-12-22,0,NA,NA
"Clear Creek","CCRB","CLR409",2008-12-23,0,NA,NA
"Clear Creek","VB","CLR410",2008-12-19,36,34,NA
"Clear Creek","VB","CLR410",2008-12-20,0,NA,NA
"Clear Creek","VB","CLR410",2008-12-21,0,NA,NA
"Clear Creek","VB","CLR410",2008-12-22,0,NA,NA
"Clear Creek","VB","CLR410",2008-12-23,0,NA,NA
"Clear Creek","CCRB","CLR411",2008-12-23,34,34,NA
"Clear Creek","CCRB","CLR411",2008-12-24,1,34,NA
"Clear Creek","CCRB","CLR411",2008-12-25,0,NA,NA
"Clear Creek","CCRB","CLR411",2008-12-26,0,NA,NA
"Clear Creek","CCRB","CLR411",2008-12-27,0,NA,NA
"Clear Creek","VB","CLR412",2008-12-23,42,36,NA
"Clear Creek","VB","CLR412",2008-12-24,0,NA,NA
"Clear Creek","VB","CLR412",2008-12-25,0,NA,NA
"Clear Creek","VB","CLR412",2008-12-26,0,NA,NA
"Clear Creek","VB","CLR412",2008-12-27,0,NA,NA
"Clear Creek","CCRB","CLR413",2008-12-26,18,35,NA
"Clear Creek","CCRB","CLR413",2008-12-27,0,NA,NA
"Clear Creek","CCRB","CLR413",2008-12-28,0,NA,NA
"Clear Creek","CCRB","CLR413",2008-12-29,0,NA,NA
"Clear Creek","CCRB","CLR413",2008-12-30,0,NA,NA
"Clear Creek","VB","CLR414",2008-12-26,39,36,NA
"Clear Creek","VB","CLR414",2008-12-27,0,NA,NA
"Clear Creek","VB","CLR414",2008-12-28,0,NA,NA
"Clear Creek","VB","CLR414",2008-12-29,0,NA,NA
"Clear Creek","VB","CLR414",2008-12-30,0,NA,NA
"Clear Creek","CCRB","CLR415",2008-12-30,21,35,NA
"Clear Creek","CCRB","CLR415",2008-12-31,0,NA,NA
"Clear Creek","CCRB","CLR415",2009-01-01,0,NA,NA
"Clear Creek","CCRB","CLR415",2009-01-02,0,NA,NA
"Clear Creek","CCRB","CLR415",2009-01-03,0,NA,NA
"Clear Creek","CCRB","CLR416",2009-01-02,43,35,NA
"Clear Creek","CCRB","CLR416",2009-01-03,0,NA,NA
"Clear Creek","CCRB","CLR416",2009-01-04,0,NA,NA
"Clear Creek","CCRB","CLR416",2009-01-05,0,NA,NA
"Clear Creek","CCRB","CLR416",2009-01-06,0,NA,NA
"Clear Creek","VB","CLR417",2009-01-02,37,36,NA
"Clear Creek","VB","CLR417",2009-01-03,1,36,NA
"Clear Creek","VB","CLR417",2009-01-04,0,NA,NA
"Clear Creek","VB","CLR417",2009-01-05,0,NA,NA
"Clear Creek","VB","CLR417",2009-01-06,0,NA,NA
"Clear Creek","CCRB","CLR418",2009-01-05,52,36,NA
"Clear Creek","CCRB","CLR418",2009-01-06,1,36,NA
"Clear Creek","CCRB","CLR418",2009-01-07,0,NA,NA
"Clear Creek","CCRB","CLR418",2009-01-08,0,NA,NA
"Clear Creek","CCRB","CLR418",2009-01-09,0,NA,NA
"Clear Creek","VB","CLR419",2009-01-05,14,36,NA
"Clear Creek","VB","CLR419",2009-01-06,1,36,NA
"Clear Creek","VB","CLR419",2009-01-07,3,36,NA
"Clear Creek","VB","CLR419",2009-01-08,0,NA,NA
"Clear Creek","VB","CLR419",2009-01-09,0,NA,NA
"Clear Creek","CCRB","CLR420",2009-01-08,57,37,NA
"Clear Creek","CCRB","CLR420",2009-01-09,0,NA,NA
"Clear Creek","CCRB","CLR420",2009-01-10,0,NA,NA
"Clear Creek","CCRB","CLR420",2009-01-11,0,NA,NA
"Clear Creek","CCRB","CLR420",2009-01-12,0,NA,NA
"Clear Creek","VB","CLR421",2009-01-08,47,36,NA
"Clear Creek","VB","CLR421",2009-01-09,2,36,NA
"Clear Creek","VB","CLR421",2009-01-10,0,NA,NA
"Clear Creek","VB","CLR421",2009-01-11,0,NA,NA
"Clear Creek","VB","CLR421",2009-01-12,0,NA,NA
"Clear Creek","VB","CLR422",2009-01-12,27,37,NA
"Clear Creek","VB","CLR422",2009-01-13,0,NA,NA
"Clear Creek","VB","CLR422",2009-01-14,1,37,NA
"Clear Creek","VB","CLR422",2009-01-15,0,NA,NA
"Clear Creek","VB","CLR422",2009-01-16,0,NA,NA
"Clear Creek","CCRB","CLR423",2009-01-12,39,36,NA
"Clear Creek","CCRB","CLR423",2009-01-13,0,NA,NA
"Clear Creek","CCRB","CLR423",2009-01-14,0,NA,NA
"Clear Creek","CCRB","CLR423",2009-01-15,0,NA,NA
"Clear Creek","CCRB","CLR423",2009-01-16,0,NA,NA
"Clear Creek","CCRB","CLR424",2009-01-15,54,37,NA
"Clear Creek","CCRB","CLR424",2009-01-16,1,37,NA
"Clear Creek","CCRB","CLR424",2009-01-17,0,NA,NA
"Clear Creek","CCRB","CLR424",2009-01-18,0,NA,NA
"Clear Creek","CCRB","CLR424",2009-01-19,0,NA,NA
"Clear Creek","VB","CLR425",2009-01-15,7,37,NA
"Clear Creek","VB","CLR425",2009-01-16,2,37,NA
"Clear Creek","VB","CLR425",2009-01-17,0,NA,NA
"Clear Creek","VB","CLR425",2009-01-18,0,NA,NA
"Clear Creek","VB","CLR425",2009-01-19,0,NA,NA
"Clear Creek","VB","CLR426",2009-01-19,14,37,NA
"Clear Creek","VB","CLR426",2009-01-20,0,NA,NA
"Clear Creek","VB","CLR426",2009-01-21,0,NA,NA
"Clear Creek","VB","CLR426",2009-01-22,0,NA,NA
"Clear Creek","VB","CLR426",2009-01-23,0,NA,NA
"Clear Creek","CCRB","CLR427",2009-01-19,48,37,NA
"Clear Creek","CCRB","CLR427",2009-01-20,0,NA,NA
"Clear Creek","CCRB","CLR427",2009-01-21,0,NA,NA
"Clear Creek","CCRB","CLR427",2009-01-22,0,NA,NA
"Clear Creek","CCRB","CLR427",2009-01-23,0,NA,NA
"Clear Creek","VB","CLR428",2009-01-22,10,36,NA
"Clear Creek","VB","CLR428",2009-01-23,2,36,NA
"Clear Creek","VB","CLR428",2009-01-24,0,NA,NA
"Clear Creek","VB","CLR428",2009-01-25,1,36,NA
"Clear Creek","VB","CLR428",2009-01-26,0,NA,NA
"Clear Creek","CCRB","CLR429",2009-01-22,39,37,NA
"Clear Creek","CCRB","CLR429",2009-01-23,0,NA,NA
"Clear Creek","CCRB","CLR429",2009-01-24,0,NA,NA
"Clear Creek","CCRB","CLR429",2009-01-25,0,NA,NA
"Clear Creek","CCRB","CLR429",2009-01-26,0,NA,NA
"Clear Creek","VB","CLR430",2009-01-26,23,37,NA
"Clear Creek","VB","CLR430",2009-01-27,1,37,NA
"Clear Creek","VB","CLR430",2009-01-28,0,NA,NA
"Clear Creek","VB","CLR430",2009-01-29,0,NA,NA
"Clear Creek","VB","CLR430",2009-01-30,0,NA,NA
"Clear Creek","CCRB","CLR431",2009-01-26,45,37,NA
"Clear Creek","CCRB","CLR431",2009-01-27,0,NA,NA
"Clear Creek","CCRB","CLR431",2009-01-28,1,37,NA
"Clear Creek","CCRB","CLR431",2009-01-29,0,NA,NA
"Clear Creek","CCRB","CLR431",2009-01-30,0,NA,NA
"Clear Creek","VB","CLR432",2009-01-29,22,37,NA
"Clear Creek","VB","CLR432",2009-01-30,0,NA,NA
"Clear Creek","VB","CLR432",2009-01-31,0,NA,NA
"Clear Creek","VB","CLR432",2009-02-01,0,NA,NA
"Clear Creek","VB","CLR432",2009-02-02,0,NA,NA
"Clear Creek","CCRB","CLR433",2009-01-29,44,36,NA
"Clear Creek","CCRB","CLR433",2009-01-30,2,36,NA
"Clear Creek","CCRB","CLR433",2009-01-31,0,NA,NA
"Clear Creek","CCRB","CLR433",2009-02-01,0,NA,NA
"Clear Creek","CCRB","CLR433",2009-02-02,0,NA,NA
"Clear Creek","CCRB","CLR434",2009-02-02,44,37,NA
"Clear Creek","CCRB","CLR434",2009-02-03,4,37,NA
"Clear Creek","CCRB","CLR434",2009-02-04,2,37,NA
"Clear Creek","CCRB","CLR434",2009-02-05,0,NA,NA
"Clear Creek","CCRB","CLR434",2009-02-06,0,NA,NA
"Clear Creek","VB","CLR435",2009-02-02,21,36,NA
"Clear Creek","VB","CLR435",2009-02-03,0,NA,NA
"Clear Creek","VB","CLR435",2009-02-04,1,36,NA
"Clear Creek","VB","CLR435",2009-02-05,0,NA,NA
"Clear Creek","VB","CLR435",2009-02-06,0,NA,NA
"Clear Creek","CCRB","CLR436",2009-02-05,43,37,NA
"Clear Creek","CCRB","CLR436",2009-02-06,8,37,NA
"Clear Creek","CCRB","CLR436",2009-02-07,0,NA,NA
"Clear Creek","CCRB","CLR436",2009-02-08,2,37,NA
"Clear Creek","CCRB","CLR436",2009-02-09,0,NA,NA
"Clear Creek","VB","CLR437",2009-02-05,14,38,NA
"Clear Creek","VB","CLR437",2009-02-06,0,NA,NA
"Clear Creek","VB","CLR437",2009-02-07,1,38,NA
"Clear Creek","VB","CLR437",2009-02-08,0,NA,NA
"Clear Creek","VB","CLR437",2009-02-09,0,NA,NA
"Clear Creek","VB","CLR438",2009-02-12,10,37,NA
"Clear Creek","VB","CLR438",2009-02-13,0,NA,NA
"Clear Creek","VB","CLR438",2009-02-14,0,NA,NA
"Clear Creek","VB","CLR438",2009-02-15,0,NA,NA
"Clear Creek","VB","CLR438",2009-02-16,0,NA,NA
"Clear Creek","CCRB","CLR439",2009-02-12,9,37,NA
"Clear Creek","CCRB","CLR439",2009-02-13,0,NA,NA
"Clear Creek","CCRB","CLR439",2009-02-14,0,NA,NA
"Clear Creek","CCRB","CLR439",2009-02-15,0,NA,NA
"Clear Creek","CCRB","CLR439",2009-02-16,0,NA,NA
"Clear Creek","VB","CLR440",2009-02-20,46,37,NA
"Clear Creek","VB","CLR440",2009-02-21,0,NA,NA
"Clear Creek","VB","CLR440",2009-02-22,0,NA,NA
"Clear Creek","VB","CLR440",2009-02-23,0,NA,NA
"Clear Creek","VB","CLR440",2009-02-24,0,NA,NA
"Clear Creek","VB","CLR441",2009-02-26,8,38,NA
"Clear Creek","VB","CLR441",2009-02-27,0,NA,NA
"Clear Creek","VB","CLR441",2009-02-28,0,NA,NA
"Clear Creek","VB","CLR441",2009-03-01,0,NA,NA
"Clear Creek","VB","CLR441",2009-03-02,0,NA,NA
"Clear Creek","VB","CLR442",2009-03-05,6,38,NA
"Clear Creek","VB","CLR442",2009-03-06,0,NA,NA
"Clear Creek","VB","CLR442",2009-03-07,0,NA,NA
"Clear Creek","VB","CLR442",2009-03-08,0,NA,NA
"Clear Creek","VB","CLR442",2009-03-09,0,NA,NA
"Clear Creek","VB","CLR443",2009-03-12,22,37,NA
"Clear Creek","VB","CLR443",2009-03-13,0,NA,NA
"Clear Creek","VB","CLR443",2009-03-14,0,NA,NA
"Clear Creek","VB","CLR443",2009-03-15,0,NA,NA
"Clear Creek","VB","CLR443",2009-03-16,0,NA,NA
"Clear Creek","VB","CLR444",2009-03-19,38,37,NA
"Clear Creek","VB","CLR444",2009-03-20,0,NA,NA
"Clear Creek","VB","CLR444",2009-03-21,0,NA,NA
"Clear Creek","VB","CLR444",2009-03-22,0,NA,NA
"Clear Creek","VB","CLR444",2009-03-23,0,NA,NA
"Clear Creek","VB","CLR445",2009-03-26,49,37,NA
"Clear Creek","VB","CLR445",2009-03-27,0,NA,NA
"Clear Creek","VB","CLR445",2009-03-28,0,NA,NA
"Clear Creek","VB","CLR445",2009-03-29,0,NA,NA
"Clear Creek","VB","CLR445",2009-03-30,0,NA,NA
"Clear Creek","VB","CLR446",2009-03-29,38,37,NA
"Clear Creek","VB","CLR446",2009-03-30,0,NA,NA
"Clear Creek","VB","CLR446",2009-03-31,0,NA,NA
"Clear Creek","VB","CLR446",2009-04-01,0,NA,NA
"Clear Creek","VB","CLR446",2009-04-02,0,NA,NA
"Clear Creek","VB","CLR447",2009-04-02,37,38,NA
"Clear Creek","VB","CLR447",2009-04-03,0,NA,NA
"Clear Creek","VB","CLR447",2009-04-04,0,NA,NA
"Clear Creek","VB","CLR447",2009-04-05,0,NA,NA
"Clear Creek","VB","CLR447",2009-04-06,0,NA,NA
"Clear Creek","VB","CLR448",2009-04-16,27,37,NA
"Clear Creek","VB","CLR448",2009-04-17,1,37,NA
"Clear Creek","VB","CLR448",2009-04-18,0,NA,NA
"Clear Creek","VB","CLR448",2009-04-19,0,NA,NA
"Clear Creek","VB","CLR448",2009-04-20,0,NA,NA
"Clear Creek","VB","CLR449",2009-04-19,38,37,NA
"Clear Creek","VB","CLR449",2009-04-20,0,NA,NA
"Clear Creek","VB","CLR449",2009-04-21,0,NA,NA
